funded_amnt,term,int_rate,sub_grade,addr_state,verification_status,annual_inc,emp_length,delinq_2yrs,inq_last_6mths,revol_util,acc_now_delinq,open_il_6m,open_il_12m,open_il_24m,total_bal_il,all_util,inq_fi,inq_last_12m,delinq_amnt,num_il_tl,total_il_high_credit_limit,Class
10000,term_36,5.32,A1,DC,Not_Verified,85000,emp_ge_10,0,0,12,0,2,0,1,9981,21,0,0,0,5,22629,good
5000,term_36,17.27,D3,CA,Source_Verified,26000,emp_unk,0,0,96.5,0,0,0,0,0,97,0,0,0,1,0,good
12000,term_36,9.16,B2,TX,Not_Verified,160000,emp_5,3,0,48.2,0,10,3,3,160608,67,1,3,0,14,220981,good
9600,term_36,10.75,B4,MI,Source_Verified,29500,emp_4,0,0,69,0,0,0,0,0,69,0,0,0,2,0,good
18000,term_60,23.13,F2,WI,Source_Verified,47000,emp_2,0,2,38.5,0,2,1,3,12117,50,0,8,0,8,17870,good
28000,term_60,23.13,F1,MI,Not_Verified,130000,emp_ge_10,0,3,40.7,0,5,1,5,95095,72,2,6,0,19,103782,good
20000,term_36,9.75,B3,OH,Verified,75000,emp_ge_10,0,0,49.3,0,2,1,1,36543,55,1,1,0,5,58977,good
27250,term_36,6.49,A2,FL,Source_Verified,54500,emp_ge_10,0,0,23.8,0,0,0,0,0,24,0,1,0,1,0,good
28000,term_36,12.99,C2,CA,Verified,89885,emp_ge_10,0,0,77.3,0,2,1,2,29737,76,1,2,0,3,39774,good
12000,term_60,15.31,C5,NJ,Source_Verified,102000,emp_8,0,1,67.1,0,1,1,2,14181,78,0,1,0,2,16000,good
12800,term_60,9.16,B2,OH,Not_Verified,65000,emp_4,0,1,35.4,0,2,1,3,19722,47,1,2,0,6,24405,good
20000,term_60,6.49,A2,AR,Not_Verified,67000,emp_ge_10,0,0,8.2,0,1,0,0,16704,21,0,0,0,8,29252,good
8000,term_36,9.75,B3,TX,Source_Verified,60000,emp_ge_10,2,1,30.5,0,0,0,0,0,31,2,2,0,5,0,good
6000,term_36,11.99,C1,WI,Source_Verified,130000,emp_3,1,1,100.7,0,1,0,0,988,40,0,2,0,9,15513,good
30000,term_36,7.91,A5,CA,Source_Verified,225000,emp_ge_10,0,0,91.3,0,4,1,1,52964,67,0,0,0,17,126878,good
4525,term_36,14.85,C5,AZ,Verified,12576,emp_unk,0,1,53.4,0,0,0,0,0,53,0,1,0,2,0,bad
5100,term_36,17.27,D2,ND,Verified,48000,emp_2,11,1,58,0,2,1,1,10147,58,0,2,0,16,13099,good
8000,term_36,6.49,A2,WA,Source_Verified,106368,emp_ge_10,0,0,11.6,0,1,1,2,3602,18,2,0,0,4,6215,good
20000,term_60,12.88,C2,OH,Not_Verified,97000,emp_ge_10,0,0,92.6,0,1,1,1,31453,93,1,5,0,8,33626,good
12000,term_36,14.46,C4,KS,Source_Verified,33137,emp_2,0,1,57.8,0,1,0,1,12778,66,0,1,0,10,16815,good
14400,term_36,12.99,C2,CA,Verified,45000,emp_5,0,0,73.9,0,1,0,1,8160,64,0,0,0,3,16000,good
15000,term_36,11.47,B5,VA,Verified,72000,emp_ge_10,0,0,101.5,0,2,1,3,32031,89,2,1,0,13,36942,good
2000,term_36,7.89,A5,NJ,Source_Verified,80000,emp_ge_10,0,0,72.1,0,1,0,0,2041,68,1,0,0,1,5000,good
1600,term_36,14.85,C5,TX,Source_Verified,58000,emp_1,0,0,53.1,0,12,1,4,47399,69,3,5,0,34,62832,good
20000,term_36,5.32,A1,CT,Source_Verified,125000,emp_1,0,0,38.4,0,1,0,1,9087,45,0,2,0,2,12500,good
19800,term_36,8.49,B1,PA,Verified,210000,emp_7,0,1,52,0,2,1,1,37911,60,1,2,0,11,50811,good
11625,term_36,11.47,B5,NC,Verified,27000,emp_5,0,1,13.9,0,1,0,0,12899,45,1,4,0,2,17520,good
15000,term_36,9.16,B2,AZ,Source_Verified,43000,emp_5,2,0,66.3,0,3,1,1,12964,78,0,0,0,8,32822,good
5000,term_36,12.99,C2,TX,Source_Verified,63000,emp_ge_10,0,0,56.1,0,8,5,13,31808,71,2,1,0,25,43924,good
25000,term_60,7.89,A5,NY,Verified,70000,emp_unk,0,0,87,0,1,0,1,26936,87,0,0,0,8,31673,good
24000,term_60,22.45,E5,NJ,Source_Verified,95000,emp_5,0,1,64,0,2,0,0,47314,75,3,3,0,2,54085,good
7200,term_36,7.49,A4,MO,Source_Verified,67000,emp_lt_1,0,1,21.8,0,1,1,2,66891,48,1,3,0,9,71120,good
24900,term_60,11.48,B5,FL,Verified,185000,emp_5,0,1,65,0,4,2,3,113192,65,0,2,0,8,133834,good
7200,term_36,6.97,A3,TX,Verified,79000,emp_lt_1,0,0,67.2,0,0,0,0,0,67,0,0,0,0,0,good
6000,term_36,6.97,A3,MA,Verified,75000,emp_2,1,0,38.3,0,1,0,0,14898,55,0,0,0,2,24053,good
28000,term_36,11.47,B5,CA,Source_Verified,85000,emp_8,0,0,45,0,0,0,0,0,45,1,0,0,2,0,good
2200,term_36,13.67,C3,TN,Source_Verified,70000,emp_6,0,0,92,0,2,0,0,33366,77,0,0,0,11,47459,good
5000,term_36,10.78,B4,IN,Verified,52000,emp_unk,0,2,23.6,0,2,0,2,9672,46,2,6,0,10,16507,good
6500,term_36,16.29,D1,FL,Verified,86000,emp_4,0,0,27.2,0,1,3,4,27847,69,1,2,0,6,27847,good
15000,term_36,11.47,B5,FL,Verified,70000,emp_2,0,1,49.3,0,2,0,2,36308,73,0,2,0,7,43436,good
6000,term_36,11.99,C1,MO,Verified,22846.6,emp_unk,0,0,70.3,0,1,1,1,21062,85,0,3,0,3,23611,good
20000,term_36,12.99,C2,FL,Not_Verified,57031,emp_ge_10,0,2,44.9,0,3,1,3,21547,57,0,2,0,6,30049,good
22325,term_60,14.85,C5,VA,Not_Verified,98000,emp_6,0,0,61.8,0,3,2,3,84067,65,1,1,0,6,94380,good
6000,term_36,7.89,A5,OH,Not_Verified,35000,emp_ge_10,0,0,18.1,0,1,0,0,2478,19,1,2,0,2,11678,good
4000,term_36,11.99,C1,TX,Source_Verified,65000,emp_2,1,0,20.2,0,3,1,2,66299,85,2,0,506,18,62570,good
12000,term_36,14.46,C4,GA,Verified,80000,emp_2,0,1,80,0,4,2,3,85859,80,0,3,0,11,109181,good
6000,term_36,8.39,B1,NM,Not_Verified,75000,emp_unk,0,0,57.2,0,2,1,2,10062,59,0,0,0,5,14000,good
8000,term_36,10.75,B4,NV,Source_Verified,44000,emp_lt_1,0,0,40.7,0,1,0,1,11106,60,4,1,0,2,13391,good
20000,term_36,18.25,D3,MS,Verified,73000,emp_4,0,0,75.2,0,3,0,4,144520,65,0,0,0,34,160057,good
24000,term_60,7.91,A5,NC,Not_Verified,70000,emp_lt_1,0,0,45.7,0,3,0,0,9090,43,0,0,0,8,23429,good
33250,term_60,21.97,E4,IN,Verified,110000,emp_ge_10,0,2,43.6,0,3,0,2,50757,58,2,4,0,13,82425,good
3225,term_36,11.99,C1,OH,Source_Verified,30000,emp_lt_1,1,1,90.2,0,17,0,1,104497,95,1,1,0,24,109291,good
20400,term_60,14.46,C4,FL,Verified,50000,emp_2,1,1,53.2,0,2,2,2,98185,78,1,2,0,43,99332,good
24000,term_36,6.49,A2,FL,Source_Verified,285000,emp_1,0,0,62.9,0,0,0,0,0,65,0,0,0,11,0,good
28000,term_36,18.25,D3,NJ,Verified,13018.8,emp_unk,0,0,74.8,0,0,0,0,0,75,0,0,0,1,0,good
30000,term_36,9.17,B2,NY,Not_Verified,250000,emp_ge_10,0,2,40.5,0,2,0,0,12554,39,0,4,0,6,36011,good
6000,term_36,6.97,A3,GA,Source_Verified,85000,emp_ge_10,0,0,92,0,1,0,1,33451,92,0,0,0,8,40967,good
20000,term_36,5.32,A1,IL,Not_Verified,150000,emp_5,0,0,26.6,0,2,1,1,14332,34,0,3,0,3,27742,good
6000,term_36,11.47,B5,IN,Not_Verified,125000,emp_ge_10,0,1,67.5,0,3,2,2,33537,62,2,7,0,4,59857,good
20000,term_60,19.48,E2,IL,Not_Verified,88000,emp_ge_10,0,0,47.2,0,4,1,3,33683,68,2,3,0,6,45282,good
27525,term_60,12.99,C2,CA,Not_Verified,104000,emp_3,0,2,15.5,0,9,4,7,155216,77,1,8,0,21,157342,good
9000,term_36,10.75,B4,CA,Not_Verified,65000,emp_5,0,0,19.9,0,4,4,5,70992,65,3,5,0,6,78221,good
8550,term_36,8.39,B1,OH,Not_Verified,58000,emp_2,0,0,31.3,0,13,0,1,52321,95,0,0,0,13,53999,good
8000,term_36,8.39,B1,WV,Source_Verified,42000,emp_2,0,0,41.6,0,1,0,1,45472,50,0,0,0,4,57038,good
1500,term_36,7.39,A4,CA,Verified,23000,emp_unk,0,0,86.1,0,0,0,0,0,86,0,0,0,2,0,good
5000,term_36,10.75,B4,VA,Source_Verified,79125,emp_ge_10,3,0,97.1,0,5,0,2,40444,74,2,0,0,13,60684,good
22000,term_60,13.67,C3,MD,Not_Verified,85490,emp_ge_10,0,1,53,0,3,0,0,49568,55,1,7,0,8,79202,good
9000,term_36,24.99,F3,KY,Source_Verified,45000,emp_8,0,1,44.5,0,3,2,3,36353,75,1,6,0,3,40903,good
35000,term_36,11.99,C1,MI,Source_Verified,123000,emp_2,0,0,37.9,0,6,2,2,128953,50,1,8,0,19,178540,good
15200,term_36,10.75,B4,IN,Verified,38000,emp_ge_10,0,0,47,0,2,0,2,13853,58,0,0,0,3,20360,good
10000,term_36,5.32,A1,CA,Not_Verified,70000,emp_7,0,0,48.7,0,2,0,2,16691,53,0,2,0,7,30315,good
20000,term_36,9.75,B3,NJ,Not_Verified,140000,emp_ge_10,0,0,40.1,0,0,0,0,0,40,0,1,0,2,0,good
24000,term_60,11.99,C1,PA,Not_Verified,130000,emp_ge_10,0,0,50,0,6,0,0,41202,60,0,1,0,10,60656,good
20000,term_36,6.97,A3,MD,Not_Verified,125000,emp_ge_10,0,0,38.4,0,3,1,2,27699,44,1,2,0,9,50723,good
8000,term_36,8.49,B1,FL,Not_Verified,70000,emp_ge_10,0,2,67,0,1,0,0,7233,67,0,3,0,5,24918,good
6000,term_36,20.5,E4,OH,Verified,27012,emp_unk,0,0,77.1,0,2,1,1,17384,71,2,2,0,7,26255,bad
30000,term_60,26.06,F5,AZ,Verified,203000,emp_3,0,0,91.8,0,1,0,2,35210,92,0,8,0,6,47818,bad
5000,term_36,15.31,C5,ND,Source_Verified,40000,emp_1,0,1,43.2,0,6,1,4,36528,77,0,2,0,15,37017,good
10200,term_36,19.53,D5,GA,Verified,33000,emp_ge_10,1,0,48.7,0,2,0,2,27441,73,1,1,0,12,31763,good
12000,term_36,9.16,B2,NJ,Source_Verified,77000,emp_3,2,2,69.6,0,1,0,0,45801,70,1,2,0,5,59498,good
14000,term_36,11.47,B5,TX,Verified,36000,emp_5,0,1,58.5,0,1,0,0,16502,68,4,9,0,4,22904,good
15600,term_36,9.16,B2,FL,Source_Verified,46000,emp_5,0,0,65.1,0,0,0,1,0,65,0,0,0,6,0,good
10000,term_36,10.78,B4,FL,Not_Verified,100000,emp_ge_10,0,0,69,0,2,1,1,20806,70,0,1,0,4,39408,good
21000,term_60,12.88,C2,FL,Verified,64500,emp_unk,0,1,56,0,2,0,2,104130,70,0,3,0,9,126546,good
15000,term_36,6.99,A3,MD,Not_Verified,100000,emp_6,0,0,46.2,0,1,2,5,62739,72,2,3,0,15,73840,good
5000,term_36,11.99,C1,IL,Verified,20000,emp_unk,0,0,1.6,0,1,1,1,3750,37,0,2,0,1,5000,good
5000,term_36,15.31,C5,PA,Verified,29000,emp_3,0,0,46.8,0,3,0,1,8324,54,0,1,0,4,13472,good
5000,term_36,5.32,A1,NE,Source_Verified,60000,emp_4,1,0,5,0,1,0,0,5490,25,0,2,0,7,10000,good
9600,term_36,9.17,B2,SC,Source_Verified,66000,emp_unk,0,0,48.6,0,0,0,0,0,49,5,7,0,4,0,good
22400,term_36,9.75,B3,TX,Source_Verified,85000,emp_ge_10,1,0,44.5,1,2,0,2,31777,41,0,0,39,8,48586,good
10000,term_60,19.99,E1,NJ,Source_Verified,40000,emp_6,0,0,84.1,0,2,1,2,8609,73,3,8,0,3,12499,good
10000,term_36,16.29,D1,CA,Source_Verified,30000,emp_3,0,0,71.4,0,11,1,1,35960,108,0,0,0,20,30968,good
26000,term_36,5.32,A1,IL,Not_Verified,131000,emp_6,0,2,23.4,0,4,3,4,47067,39,0,2,0,7,85459,good
16000,term_36,5.32,A1,OH,Source_Verified,80000,emp_ge_10,0,0,42.9,0,1,0,0,466,39,0,0,0,5,5410,good
35000,term_36,7.89,A5,NV,Source_Verified,110000,emp_ge_10,0,0,46.7,0,2,0,0,30255,50,0,0,0,3,56131,good
6600,term_36,7.39,A4,LA,Source_Verified,60000,emp_3,0,0,78.1,0,3,0,4,59191,91,3,2,0,23,67572,good
15000,term_36,13.67,C3,MN,Source_Verified,125000,emp_8,0,0,61.7,0,7,1,4,102412,76,0,1,0,43,124102,good
24000,term_60,19.89,E3,MA,Verified,72000,emp_7,0,3,49.4,0,3,1,3,153014,52,0,5,0,5,117964,good
17000,term_36,10.75,B4,CA,Source_Verified,105000,emp_1,0,1,60.1,0,2,0,3,24424,60,2,1,0,5,40796,good
12000,term_60,9.8,B3,FL,Not_Verified,83000,emp_ge_10,0,0,6.2,0,2,1,2,14754,58,0,0,0,8,18104,good
5000,term_36,5.32,A1,FL,Not_Verified,54804,emp_ge_10,0,0,42.5,0,2,1,1,33184,41,0,2,0,10,41013,good
15000,term_36,5.32,A1,FL,Not_Verified,85000,emp_lt_1,0,0,22.9,0,4,2,5,54372,58,0,0,0,13,69988,good
1200,term_36,12.99,C2,CA,Not_Verified,64300,emp_ge_10,0,1,73.1,0,2,1,2,6803,77,1,1,0,8,8188,good
14000,term_36,11.47,B5,TX,Not_Verified,99000,emp_2,0,0,85.1,0,3,1,1,68414,74,0,0,0,8,94501,good
30000,term_36,6.97,A3,IL,Source_Verified,180000,emp_ge_10,0,0,18.7,0,4,1,2,54109,33,1,4,0,8,86442,good
12500,term_60,13.44,C3,MA,Not_Verified,85000,emp_ge_10,0,0,97.1,0,3,1,2,48366,83,2,2,0,13,63488,good
23400,term_36,11.99,C1,MD,Not_Verified,150000,emp_ge_10,0,0,43,0,4,3,3,106262,43,1,3,0,7,117574,good
7575,term_36,20.75,E2,PA,Not_Verified,74400,emp_ge_10,0,1,55.8,0,3,1,4,39147,66,0,5,0,18,52444,good
2725,term_36,19.53,D5,OH,Source_Verified,35000,emp_lt_1,0,0,25.1,0,4,2,4,84915,90,4,2,0,12,86553,good
10000,term_36,8.39,B1,OR,Not_Verified,46000,emp_8,0,0,77,0,2,0,2,10507,77,0,2,0,10,17817,good
10000,term_60,26.57,F5,TX,Source_Verified,36480,emp_lt_1,0,3,57.3,0,1,1,1,34269,57,1,6,0,5,36311,good
8000,term_36,12.88,C2,TX,Not_Verified,80000,emp_ge_10,0,0,71.7,0,1,1,3,6377,34,1,1,0,8,30349,good
7750,term_36,15.31,C5,PA,Source_Verified,55000,emp_4,0,0,43.4,0,5,0,2,74868,91,3,2,0,7,70973,good
11000,term_60,13.67,C3,PA,Verified,80000,emp_2,0,0,53.8,0,3,2,2,35428,80,0,3,0,10,36842,good
10000,term_36,8.39,B1,IL,Source_Verified,86000,emp_4,2,0,45.1,0,2,1,1,119457,82,1,4,0,18,111390,good
5000,term_36,6.97,A3,CA,Verified,25000,emp_8,0,0,69.2,0,3,0,0,3916,74,0,1,0,3,4750,good
23000,term_36,18.25,D3,CA,Source_Verified,50000,emp_ge_10,0,0,67.6,0,2,0,0,19601,58,0,0,0,8,35588,good
10000,term_60,16.29,D1,AR,Not_Verified,68880,emp_1,0,0,58.1,0,2,1,3,70547,79,11,7,0,12,78486,good
29400,term_60,7.89,A5,MO,Verified,225000,emp_ge_10,0,0,60,0,3,1,1,59399,60,0,2,0,8,69911,good
5000,term_36,12.99,C2,NY,Not_Verified,85000,emp_6,0,2,67.7,0,25,1,2,61973,88,4,5,0,51,66494,good
6800,term_36,28.14,G2,CA,Source_Verified,20000,emp_lt_1,0,0,99.2,0,1,1,1,12947,94,0,3,0,1,14427,good
25000,term_60,28.49,G4,CO,Verified,80000,emp_ge_10,0,0,75.7,0,2,2,2,18551,89,0,1,0,8,19603,bad
10000,term_36,11.47,B5,OH,Source_Verified,85000,emp_ge_10,0,0,42.9,0,2,1,2,19337,61,0,2,0,3,24337,good
9600,term_36,9.16,B2,CO,Source_Verified,36000,emp_2,0,0,60,0,1,1,2,22398,87,0,1,0,5,23686,good
9000,term_36,12.99,C2,MO,Not_Verified,68000,emp_2,0,0,73.8,0,3,2,6,54579,87,3,1,0,26,59805,good
7000,term_36,11.99,C1,IL,Source_Verified,285000,emp_ge_10,0,3,78.8,0,4,2,3,52836,70,1,7,0,11,82959,good
8000,term_36,12.88,C2,NM,Source_Verified,70786,emp_ge_10,1,2,49.4,0,3,1,1,31937,65,0,3,0,8,46219,good
24000,term_60,12.99,C2,KS,Source_Verified,108000,emp_9,0,0,65.6,0,5,1,1,46513,68,0,6,0,16,64708,good
15000,term_36,9.75,B3,NJ,Source_Verified,94000,emp_ge_10,0,0,66.7,0,2,3,5,24648,69,0,0,0,7,35000,good
7300,term_36,11.47,B5,NJ,Verified,51000,emp_2,0,0,62.4,0,3,1,2,28934,81,0,1,0,4,33325,good
1700,term_36,10.75,B4,TX,Source_Verified,49000,emp_4,0,0,98.9,0,6,1,1,38553,69,2,3,0,10,57437,good
15000,term_36,6.49,A2,VT,Not_Verified,145000,emp_ge_10,1,1,90,0,1,0,0,86619,90,0,2,0,6,93235,good
8000,term_36,11.99,C1,FL,Not_Verified,198000,emp_4,1,3,77.5,0,3,1,1,34096,69,10,7,0,7,61341,good
18000,term_36,6.97,A3,WI,Source_Verified,60000,emp_3,4,1,45.5,0,1,0,0,3475,29,0,1,0,23,14438,good
15000,term_36,15.31,C5,AZ,Verified,20000,emp_1,0,1,38.2,0,14,1,2,85469,86,0,4,0,15,90511,good
12000,term_36,13.99,C4,NY,Source_Verified,88000,emp_3,0,0,47.7,0,2,1,2,24758,58,0,0,0,4,35000,bad
15000,term_36,6.49,A2,UT,Not_Verified,87000,emp_8,0,0,39.8,0,7,1,3,29450,56,2,2,0,15,38256,good
10000,term_36,6.49,A2,CA,Source_Verified,81628,emp_unk,1,1,90.5,0,0,0,0,0,91,0,5,0,4,0,good
30000,term_36,9.75,B3,NJ,Source_Verified,170000,emp_ge_10,0,0,35.7,0,1,0,1,10374,43,2,1,0,6,15561,good
3600,term_36,16.59,D2,FL,Source_Verified,65000,emp_2,0,4,35.3,0,1,0,1,19521,55,4,8,0,2,24452,good
6000,term_36,14.46,C4,FL,Verified,32000,emp_4,0,1,8.4,0,1,2,2,17929,64,1,3,0,4,18071,good
14000,term_60,11.47,B5,CO,Source_Verified,53000,emp_3,0,0,66.1,0,1,0,0,16085,64,0,1,0,1,25722,good
13050,term_36,19.48,E2,NC,Source_Verified,71000,emp_ge_10,0,1,59.4,0,1,1,1,6988,63,0,5,0,2,7040,good
10300,term_36,10.75,B4,NJ,Source_Verified,50000,emp_1,3,0,32.8,0,11,1,1,57374,97,0,0,0,13,53400,good
30000,term_60,15.31,C5,AZ,Verified,60000,emp_4,5,1,26.9,0,0,0,0,0,27,0,4,0,2,0,good
28000,term_60,10.75,B4,MA,Verified,260000,emp_3,0,1,94,0,2,0,1,12925,94,0,3,0,9,35771,good
6000,term_36,14.46,C4,IN,Verified,60000,emp_lt_1,0,2,69.2,0,0,0,0,0,67,0,5,0,2,0,good
12000,term_36,10.75,B4,MO,Verified,45000,emp_7,0,0,77.6,0,1,0,2,6901,63,2,0,0,20,15528,good
20000,term_36,7.89,A5,GA,Source_Verified,70000,emp_lt_1,0,0,52.1,0,0,0,0,0,52,1,0,0,1,0,good
2000,term_36,12.99,C2,TX,Source_Verified,65000,emp_6,0,0,99.7,0,2,0,1,42439,118,1,1,0,23,44498,good
24000,term_60,15.31,C5,NV,Not_Verified,170000,emp_2,0,0,16.1,0,3,2,3,80100,83,7,6,0,9,120041,good
5000,term_36,8.39,B1,MI,Source_Verified,60000,emp_ge_10,0,1,27.3,0,1,0,2,6032,40,0,1,0,6,9500,good
6000,term_36,11.47,B5,VA,Not_Verified,45000,emp_unk,0,0,24.8,0,3,1,3,19396,39,1,1,0,8,33908,good
25200,term_60,23.13,F2,GA,Verified,102000,emp_2,1,4,42.5,0,4,2,2,110785,45,1,9,0,22,128121,good
28000,term_60,10.75,B4,NJ,Not_Verified,150000,emp_ge_10,0,0,91.9,0,1,0,0,1480,84,0,1,0,5,7215,good
25000,term_60,9.75,B3,SC,Not_Verified,96000,emp_ge_10,1,0,34.9,1,3,2,3,29165,43,1,0,0,12,49268,good
11000,term_36,7.89,A5,GA,Verified,54000,emp_unk,0,0,45.5,0,1,0,1,19023,58,0,0,0,3,26175,good
25000,term_60,13.67,C3,OK,Verified,70000,emp_ge_10,2,1,67,0,3,2,2,19737,67,3,2,0,12,26708,good
24000,term_60,18.99,D4,CA,Not_Verified,165000,emp_ge_10,1,0,25.4,0,3,2,7,70998,60,3,13,0,26,83295,good
27000,term_36,7.49,A4,OH,Source_Verified,67000,emp_ge_10,1,0,61.1,0,3,0,0,100180,57,0,0,0,4,146702,good
28000,term_60,14.85,C5,TN,Not_Verified,96000,emp_3,0,0,86.1,0,1,0,1,16284,85,0,0,0,3,20111,good
8000,term_36,9.16,B2,CA,Not_Verified,77000,emp_6,1,1,7.7,0,14,1,4,64954,77,0,1,0,15,74321,good
27000,term_36,18.25,D3,VA,Source_Verified,61256,emp_ge_10,0,0,48.3,0,1,1,1,21948,56,0,0,0,5,25000,good
4000,term_36,13.18,C3,CT,Source_Verified,60000,emp_ge_10,0,0,63.4,0,2,0,1,32608,55,0,0,0,3,45292,good
11200,term_36,7.91,A5,CA,Verified,95000,emp_2,0,1,38.2,0,2,3,3,14595,49,0,1,0,6,26375,good
11500,term_36,8.49,B1,AZ,Not_Verified,70000,emp_4,1,0,47.5,0,8,0,1,216926,89,0,0,0,30,224523,good
10000,term_36,9.17,B2,NV,Not_Verified,24000,emp_3,0,0,57,0,0,0,0,0,57,0,0,0,1,0,good
24500,term_60,14.46,C4,AZ,Verified,65800,emp_ge_10,0,0,101.4,0,2,1,1,17431,82,0,0,0,6,25500,good
19800,term_60,23.13,F1,CA,Verified,45000,emp_ge_10,0,0,63.4,0,2,0,1,12518,63,2,3,0,3,20068,good
7200,term_36,9.75,B3,CO,Not_Verified,52000,emp_6,0,0,73.3,0,2,0,1,14587,56,2,5,0,7,27875,good
14100,term_36,19.53,D5,FL,Verified,42000,emp_unk,0,0,89.2,0,1,0,1,6186,88,0,1,0,7,7551,bad
19200,term_36,16.29,D1,AZ,Source_Verified,90000,emp_1,0,3,50.2,0,1,0,1,16068,57,2,4,0,1,25448,good
9000,term_36,9.75,B3,LA,Not_Verified,55000,emp_2,0,0,64,0,2,0,1,14920,64,0,0,0,3,20436,good
28000,term_36,11.47,B5,TX,Source_Verified,110000,emp_6,0,1,85.2,0,2,1,2,25847,83,1,1,0,2,32868,good
35000,term_60,12.88,C2,TX,Verified,90000,emp_3,0,0,65,0,2,1,2,36690,65,0,1,0,7,44068,good
21950,term_60,18.99,E1,WA,Not_Verified,49900,emp_8,0,0,56.9,0,1,0,1,21005,66,2,0,0,7,26012,bad
19575,term_60,20.5,E4,LA,Not_Verified,105000,emp_6,0,1,53,0,5,3,5,59053,75,1,2,0,10,81857,good
9000,term_36,6.97,A3,CA,Not_Verified,35520,emp_lt_1,0,1,80.4,0,2,0,0,19150,78,0,1,0,4,42126,good
24000,term_60,16.29,D1,NC,Source_Verified,111600,emp_3,0,0,47,0,3,0,2,144724,47,0,6,0,30,151411,good
5000,term_36,11.48,B5,IN,Not_Verified,57000,emp_ge_10,0,1,42.5,0,2,2,3,11729,71,0,1,0,5,12500,good
30000,term_36,9.75,B3,NJ,Verified,89000,emp_ge_10,0,0,79,0,0,0,0,0,79,0,1,0,1,0,good
25000,term_36,7.89,A5,NJ,Source_Verified,75000,emp_7,0,2,28.8,0,1,1,1,302030,33,0,3,0,30,283179,good
23375,term_60,18.99,D4,MO,Source_Verified,70000,emp_ge_10,2,0,47.7,0,3,0,1,24883,54,1,0,0,7,42381,good
21500,term_36,9.16,B2,KY,Not_Verified,68570,emp_4,0,1,37.5,0,3,0,1,40065,53,0,1,0,17,59899,good
4375,term_36,16.59,D2,TX,Not_Verified,74000,emp_ge_10,0,2,20.8,0,0,0,0,0,24,1,4,0,3,0,good
35000,term_60,26.06,F5,CA,Source_Verified,154000,emp_ge_10,3,0,81.1,0,2,2,2,25308,76,2,6,0,4,34303,good
9500,term_36,5.32,A1,LA,Not_Verified,93000,emp_2,0,0,40.7,0,1,0,2,24547,61,0,0,0,3,30473,good
17000,term_36,7.39,A4,MN,Source_Verified,58000,emp_ge_10,0,0,53.1,0,2,0,2,20911,67,0,0,0,3,29000,good
4800,term_36,9.8,B3,CA,Not_Verified,62620,emp_unk,0,1,59.1,0,1,1,1,2084,61,1,1,0,4,2500,good
28000,term_36,9.75,B3,NY,Not_Verified,160000,emp_ge_10,0,0,62.1,0,18,1,2,172920,80,1,3,0,43,181991,good
20000,term_36,9.17,B2,VA,Source_Verified,120000,emp_5,0,0,63,0,0,0,1,0,63,2,2,0,5,0,good
5000,term_36,10.75,B4,TX,Source_Verified,43522,emp_5,0,0,72.7,0,1,0,0,9876,48,0,1,0,2,22939,good
20000,term_60,17.27,D2,OR,Verified,97564,emp_ge_10,0,0,65.9,0,4,1,1,52284,74,1,2,0,11,65989,good
35000,term_36,9.16,B2,NV,Source_Verified,107000,emp_7,0,0,49.1,0,4,1,3,51508,66,3,0,0,19,69542,good
1500,term_36,7.91,A5,FL,Source_Verified,85000,emp_lt_1,0,1,67.9,0,0,0,0,0,68,1,2,0,4,0,good
22400,term_60,10.75,B4,PA,Not_Verified,89000,emp_5,0,0,43.6,0,9,0,2,34014,55,0,1,0,21,51095,good
14825,term_36,17.27,D2,IN,Source_Verified,50000,emp_1,0,0,51.5,0,1,1,1,9253,69,0,2,0,4,11325,good
20775,term_36,13.67,C3,AL,Not_Verified,91270,emp_3,0,0,47.3,0,5,1,2,56738,61,0,0,0,17,75392,good
9000,term_36,11.47,B5,UT,Source_Verified,60800,emp_lt_1,0,2,25.5,0,2,1,4,18525,42,3,3,0,5,24252,good
12000,term_60,14.46,C4,FL,Source_Verified,68000,emp_1,0,0,71.6,0,12,1,4,91346,95,2,1,0,13,93935,good
20000,term_60,10.75,B4,GA,Source_Verified,75000,emp_ge_10,0,2,39.7,0,1,0,1,10869,44,0,2,0,6,18430,good
30000,term_60,16.59,D2,CA,Verified,125000,emp_6,0,4,40.7,0,8,2,3,83565,69,0,5,0,16,107421,good
13000,term_36,7.39,A4,MI,Not_Verified,31000,emp_ge_10,0,1,25.5,0,1,0,0,8808,38,1,2,0,4,14500,good
12000,term_60,11.99,C1,AK,Verified,137280,emp_9,0,0,78.5,0,5,2,4,90018,82,1,2,0,14,133571,good
5000,term_36,7.91,A5,TX,Verified,26000,emp_unk,0,0,23.9,0,0,0,0,0,24,0,0,0,1,0,good
35000,term_36,11.99,C1,CA,Verified,96000,emp_ge_10,0,0,79.7,0,2,1,1,27875,75,0,0,0,2,41068,bad
7000,term_36,11.99,C1,FL,Source_Verified,52707,emp_8,0,0,34.2,0,2,2,3,28087,72,1,3,0,5,34026,good
11750,term_36,9.16,B2,WI,Not_Verified,40000,emp_ge_10,0,0,46.4,0,3,0,1,15289,51,0,1,0,4,26532,good
12000,term_36,6.49,A2,MI,Source_Verified,196000,emp_5,0,0,32.2,0,1,0,0,4903,36,1,2,0,5,10050,good
