Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
United States,82000,6,0,1,10000,Not remote,9,0,0,1,1,0,0,0,0,0,0,0,0,1
United States,180000,20,1,1,1000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,1
United States,90000,3,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,135000,19,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,47727.2727272727,3,1,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,140000,20,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
United States,91000,11,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,79569.8924731183,4,1,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,4,0,1,20,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,89500,2,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,65000,1,0,0,100,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,113000,9,0,1,10000,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,1,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,143181.818181818,4,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,68000,1,1,1,10,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,100000,16,1,1,1,Not remote,10,1,0,0,0,1,0,0,0,0,0,0,1,1
United States,123000,12,0,0,1000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,150000,20,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,8956.10042578182,4,1,1,5000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,105000,5,0,1,10000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
United States,40000,6,1,1,1,Not remote,10,0,0,0,0,0,1,0,0,1,1,0,0,0
United States,83000,1,1,1,1000,Not remote,10,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,175000,6,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,51515.1515151515,1,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,121000,10,0,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,87500,8,1,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,50000,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,22023.197768316,4,0,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,142500,10,1,1,20,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,14,0,1,1,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,90000,20,0,0,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,3,0,1,10000,Not remote,7,1,0,0,1,1,0,0,0,0,0,0,0,0
United Kingdom,38580,13,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,3,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,22023.197768316,8,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
India,4404.63955366319,1,1,0,10000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3523.71164293055,1,1,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,56250,3,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,81000,2,1,1,10000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,75000,7,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,48387.0967741935,3,0,0,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,62500,5,1,1,1,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,55913.9784946237,6,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,175000,9,0,1,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,53750,20,0,1,10,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,58064.5161290323,5,0,1,1000,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,1
United Kingdom,41250,7,1,1,1,Not remote,6,0,0,1,0,0,0,0,1,0,1,0,0,1
Germany,91397.8494623656,15,1,1,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
India,10277.4922918808,3,0,1,20,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,149000,20,1,1,5000,Remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
India,11745.7054764352,10,0,1,10000,Remote,7,1,0,1,0,0,0,0,0,0,0,0,0,0
United States,167000,20,1,1,1,Not remote,10,0,1,1,1,1,0,0,0,0,0,0,1,1
United States,85000,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100400,11,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,30000,1,0,0,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,16,1,0,1000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,112500,7,1,1,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,17,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,53750,5,1,1,100,Not remote,8,0,1,0,1,0,0,0,0,0,0,0,1,1
Canada,90909.0909090909,14,1,1,10000,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,0
India,7047.42328586111,5,0,1,10000,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,1,1
United States,115000,20,0,1,100,Remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,1,1,1,5000,Not remote,6,1,1,0,1,1,0,0,0,0,0,0,1,1
United States,110000,9,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,57500,6,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,37875,8,0,0,10,Not remote,5,0,0,0,0,1,0,0,0,0,0,1,1,1
Canada,49242.4242424242,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,45161.2903225806,9,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,108000,6,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,126000,20,1,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
India,8192.62956981354,1,0,1,5000,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,24000,3,0,1,10,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,88750,11,1,1,5000,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,12903.2258064516,1,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,48387.0967741935,10,0,1,20,Not remote,6,0,1,1,0,0,0,1,0,0,0,0,0,0
United States,40000,2,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,24000,4,0,1,10000,Not remote,7,0,1,1,0,0,0,0,0,0,1,0,1,1
India,15959.4773161063,6,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000,9,0,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.9032258064,6,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,110000,11,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,64516.1290322581,5,0,1,1000,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,92000,5,0,0,100,Not remote,5,0,0,1,1,0,0,0,1,0,0,0,0,0
Canada,90909.0909090909,16,1,1,500,Remote,10,1,0,0,1,0,0,0,0,0,1,0,1,0
Germany,64516.1290322581,20,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,19354.8387096774,9,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,29375,2,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,45000,3,0,1,100,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,170000,14,0,1,10000,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,59375,14,0,1,20,Not remote,7,1,0,1,1,0,0,0,1,0,0,0,0,1
United States,45000,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,3,1,1,100,Not remote,9,0,0,0,1,0,0,0,0,0,1,0,0,1
United States,88000,15,0,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000,1,1,1,100,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,0
United States,45000,1,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,1,0,1
United States,65000,2,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
Canada,84090.9090909091,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,72000,2,1,1,500,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,70000,1,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,42500,8,1,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,107250,9,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80000,4,0,1,1,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,72727.2727272727,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,35483.8709677419,18,1,1,1,Remote,7,0,0,0,0,1,0,0,1,0,0,0,0,0
Canada,75757.5757575758,20,1,0,10,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,100000,4,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3523.71164293055,2,0,1,1,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,109848.484848485,20,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11011.598884158,2,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,120000,15,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,5,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000,9,0,1,500,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
India,16150.3450300984,1,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,63500,3,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,75000,16,1,1,20,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,67204.3010752688,5,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,66666.6666666667,9,0,0,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,105000,6,0,1,10000,Not remote,8,0,0,0,1,0,0,0,0,1,0,0,0,1
United States,62000,1,1,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,135000,4,0,1,10000,Not remote,8,1,0,1,0,1,1,0,0,0,0,0,0,0
United States,110000,20,0,1,100,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,37500,1,0,1,10,Remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,75000,18,1,1,1,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,1,1
Canada,60606.0606060606,1,0,1,1000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,34800,2,0,0,1,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,49242.4242424242,0,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
India,5872.85273821759,1,0,1,10000,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,85000,15,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,35000,4,0,1,500,Not remote,9,0,1,0,0,0,0,0,0,0,1,0,0,1
Germany,3763.44086021505,6,0,0,20,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,68181.8181818182,10,1,1,20,Not remote,9,1,0,0,1,0,0,0,0,0,1,0,0,1
United States,160000,10,0,0,10000,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,125000,12,0,0,1000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,90000,8,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,71000,6,0,1,10000,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,1,0
United Kingdom,25000,4,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,96000,5,0,1,5000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,165000,20,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,110000,7,0,1,10000,Not remote,10,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,120000,4,1,1,100,Not remote,9,0,0,1,1,0,0,0,1,0,1,0,0,1
India,19086.7713992072,10,1,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,55000,1,0,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
India,3876.08280722361,4,0,1,100,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,0,1
Germany,34838.7096774194,4,0,0,1,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
India,11099.6916752312,4,1,1,10000,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,43010.752688172,7,0,0,10000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,1,0
Germany,51612.9032258064,16,0,0,10,Not remote,8,0,0,0,1,0,1,0,0,0,0,0,0,0
United Kingdom,43750,6,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,44375,20,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41875,4,0,1,5000,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,50322.5806451613,5,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,56250,6,1,1,100,Not remote,7,1,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,50000,5,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,1,1
United Kingdom,59375,5,1,1,10,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,56250,6,1,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,31250,2,0,1,100,Not remote,8,1,0,1,0,0,0,0,1,0,0,0,0,1
India,8809.27910732638,2,1,1,5000,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,34838.7096774194,6,0,1,20,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,0
India,2642.78373219792,2,1,1,1,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,1
India,4551.46087211863,2,0,0,10,Not remote,3,1,0,1,0,0,0,0,0,0,1,0,0,0
India,7047.42328586111,4,0,1,1000,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,31250,3,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,72500,5,0,1,10000,Remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,63750,20,0,1,100,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,1
United States,84000,20,0,0,100,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,27500,1,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
India,17618.5582146528,5,0,0,500,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
India,10277.4922918808,4,0,0,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
Germany,49462.3655913978,2,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,85000,20,0,1,100,Not remote,9,0,1,1,0,0,0,0,0,0,1,0,1,1
United Kingdom,37500,5,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,40000,6,1,1,20,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,1,0
United States,75000,4,0,0,500,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,51612.9032258064,5,0,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,140000,12,0,0,10,Remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
Germany,41935.4838709677,2,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,5138.74614594039,2,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,55000,16,0,1,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,1,0
United States,47500,2,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,100000,9,1,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,29250,3,0,1,500,Not remote,8,0,1,1,1,0,0,0,0,0,1,0,1,1
United Kingdom,100000,20,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
Canada,75757.5757575758,11,0,0,10000,Not remote,8,1,1,1,1,0,0,0,0,0,0,0,1,1
United States,75000,11,0,0,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,19,0,1,10,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,93000,20,0,1,5000,Not remote,9,0,0,1,1,0,1,0,0,0,0,0,0,0
United Kingdom,51582.5,10,0,0,20,Not remote,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Germany,67741.935483871,8,0,1,10,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,1
Germany,53593.5483870968,7,1,1,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,42473.1182795699,5,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,40000,2,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,110000,7,1,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,86500,20,0,1,1000,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,120000,20,1,1,1,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,7,0,1,1,Remote,9,0,1,0,0,0,0,0,0,0,1,0,1,1
United States,135000,19,0,1,20,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,90000,13,0,1,500,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,51612.9032258064,5,0,0,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,1989.24731182796,3,0,1,1000,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,77000,4,1,0,10,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United States,115000,10,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,140000,20,1,0,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,66000,4,0,0,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,55483.8709677419,11,0,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,20,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,102000,9,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,57000,2,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,5,0,0,1,Not remote,6,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,71250,12,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,53763.4408602151,1,0,1,10000,Not remote,5,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,100000,15,0,0,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,1,0,1,5000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,110000,4,0,1,500,Not remote,10,1,0,0,0,0,0,0,0,0,0,1,0,1
United States,102000,20,0,1,1000,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,1,1
Germany,66666.6666666667,8,1,1,10,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,15483.8709677419,1,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
India,3171.3404786375,2,1,1,10,Remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,125000,14,0,0,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,68181.8181818182,14,0,0,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
Canada,37878.7878787879,7,0,1,10000,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,52500,10,0,0,10000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1
Canada,47727.2727272727,4,1,1,10,Not remote,8,0,1,0,0,1,0,0,0,0,0,0,1,1
Canada,59090.9090909091,10,0,1,100,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,150000,20,0,1,100,Remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,120000,20,0,0,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,68000,3,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.9032258064,1,0,0,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100000,10,0,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,55913.9784946237,1,0,1,500,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,0
United States,140000,20,0,1,100,Remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,56250,3,0,1,100,Not remote,10,0,0,0,0,1,0,0,0,0,0,0,0,1
Canada,98484.8484848485,20,1,1,10000,Not remote,10,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,49500,4,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,45000,2,0,0,10000,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,64516.1290322581,9,1,1,10,Not remote,7,0,0,0,1,0,0,0,0,0,1,0,0,1
United States,103500,10,0,0,10000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,103000,12,1,1,20,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,1
United States,82000,6,0,1,1,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,50000,12,0,0,500,Not remote,5,0,0,0,0,0,1,0,0,0,0,0,0,0
Canada,71969.696969697,5,0,1,20,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,0
United States,115000,5,1,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,73118.2795698925,20,0,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,53000,1,1,1,1000,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,62500,8,1,1,1000,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,0,0
United States,53000,3,0,1,10,Not remote,9,0,0,0,0,0,0,1,0,0,1,0,0,1
Canada,41666.6666666667,11,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,48000,7,0,1,1,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,39393.9393939394,1,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,58750,5,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,64393.9393939394,13,0,0,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,3225.8064516129,4,1,1,100,Not remote,9,0,0,1,0,0,1,0,0,0,1,0,0,0
United States,80000,15,0,1,100,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,0,1
United States,100000,20,0,0,100,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,68750,6,1,1,10,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,63000,4,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,51515.1515151515,20,1,0,1,Remote,7,0,1,1,1,1,1,0,0,0,1,0,1,1
United States,175000,20,0,1,500,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,63000,3,1,1,1000,Not remote,7,1,0,1,0,0,0,0,0,1,0,0,0,0
United States,90000,20,0,0,10000,Not remote,9,1,0,1,0,0,0,0,0,0,0,0,0,0
United States,180000,12,0,1,1,Remote,10,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,156000,9,1,1,100,Remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1
Canada,83333.3333333333,6,1,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,153000,20,0,1,100,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,1,0
Canada,14393.9393939394,1,0,0,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,75000,20,0,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
Canada,49242.4242424242,15,0,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,80000,13,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,130000,3,1,1,10,Not remote,8,0,0,0,1,0,0,0,1,0,1,0,0,0
India,4551.46087211863,2,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,8456.90794303333,5,1,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,4404.63955366319,2,0,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,18352.66480693,4,0,1,10000,Not remote,4,0,0,1,0,0,0,0,0,0,1,0,0,0
United States,113000,8,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,1
Germany,46774.1935483871,6,1,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,93000,6,0,0,10000,Not remote,7,0,0,1,0,1,0,0,1,0,0,0,0,0
